Cluster,Keio gene name,EcoGene Essentiality: Escherichia coli BW25113,Ancestral Essentiality,PastML Ancestral Essentiality,Core Essentiality,Conserved in Symbiont Genomes,TraDIS Essentiality: Klebsiella pneumoniae Ecl8,TraDIS Essentiality: Klebsiella pneumoniae RH201207,TraDIS Essentiality: Escherichia coli ST131 EC958,TraDIS Essentiality: Escherichia coli UPEC ST131 NCTC13441,TraDIS Essentiality: Escherichia coli BW25113,TraDIS Essentiality: Citrobacter rodentium ICC168,TraDIS Essentiality: Salmonella Typhi Ty2,TraDIS Essentiality: Salmonella Typhimurium A130,TraDIS Essentiality: Salmonella Typhimurium D23580,TraDIS Essentiality: Salmonella Typhimurium SL3261,TraDIS Essentiality: Salmonella Typhimurium SL1344,TraDIS Essentiality: Salmonella Enteritidis P125109,Locus: Klebsiella pneumoniae Ecl8,Locus: Klebsiella pneumoniae RH201207,Locus: Escherichia coli ST131 EC958,Locus: Escherichia coli UPEC ST131 NCTC13441,Locus: Escherichia coli BW25113 (Keio),Locus: Escherichia coli BW25113,Locus: Citrobacter rodentium ICC168,Locus: Salmonella Typhi Ty2,Locus: Salmonella Typhimurium A130,Locus: Salmonella Typhimurium D23580,Locus: Salmonella Typhimurium SL3261,Locus: Salmonella Typhimurium SL1344,Locus: Salmonella Enteritidis P125109,Locus: Secondary endosymbiont of Ctenarytaina eucalypti,Locus: Candidatus Moranella endobia PCIT,Locus: Secondary endosymbiont of Heteropsylla cubana,Locus: Candidatus Baumannia cicadellinicola strain BGSS,Locus: Candidatus Baumannia cicadellinicola strain B-GSS,Locus: Baumannia cicadellinicola str. Hc (Homalodisca coagulata),Locus: Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus strain 757,Locus: Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri strain 675,Locus: Candidatus Blochmannia vafer str. BVAF,Locus: Candidatus Blochmannia floridanus,Locus: Candidatus Blochmannia pennsylvanicus str. BPEN,Locus: Candidatus Blochmannia chromaiodes str. 640,Locus: Wigglesworthia glossinidia endosymbiont of Glossina brevipalpis,Locus: Wigglesworthia glossinidia endosymbiont of Glossina morsitans morsitans,Locus: Buchnera aphidicola str. Sg (Schizaphis graminum),Locus: Buchnera aphidicola str. G002 (Myzus persicae),Locus: Buchnera aphidicola str. USDA (Myzus persicae),Locus: Buchnera aphidicola str. F009 (Myzus persicae),Locus: Buchnera aphidicola str. W106 (Myzus persicae),Locus: Buchnera aphidicola str. Ak (Acyrthosiphon kondoi),Locus: Buchnera aphidicola str. APS (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. Tuc7 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. LL01 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. TLW03 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. JF98 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. JF99 (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. 5A (Acyrthosiphon pisum),Locus: Buchnera aphidicola str. Ua (Uroleucon ambrosiae),Locus: Buchnera aphidicola str. Bp (Baizongia pistaciae),Locus: Buchnera aphidicola BCc,Locus: Buchnera aphidicola (Cinara tujafilina),Locus: Sodalis glossinidius str. morsitans,Locus: Sodalis praecaptivus strain HS1,Locus: Candidatus Sodalis pierantonius str. SOPE
Clust9782,patD,0,0,0,0,0,3.114254557,2.325926476,3.322527819,2.721556742,1.999117502,3.309010626,2.122308702,2.408611277,3.048951812,2.834239528,2.936925513,2.144699537,BN373_25021,ERS227112_04752,EC958_1719,NCTC13441_02375,b1444,BW25113_1444,ROD_15901,t1506,STM_MW15921,STMMW_15921,SL3261_1528,SL1344_1528,SEN1458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_1574,NA
Clust9783,puuC,0,0,0,0,0,3.753402499,3.94632818,NA,NA,3.271076326,3.285215117,2.490759096,2.912714995,2.894776775,3.083199305,2.95912282,2.44513501,BN373_16311,ERS227112_03497,NA,NA,b1300,BW25113_1300,ROD_03591,t3051,STM_MW30891,STMMW_30891,SL3261_3103,SL1344_3103,SEN2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9784,feaB,0,0,0,0,0,3.248620541,2.872765201,NA,NA,2.995091509,NA,NA,3.052760964,3.238006461,2.983575663,3.457049061,1.670093391,BN373_20091,ERS227112_05221,NA,NA,b1385,BW25113_1385,NA,NA,STM_MW11121,STMMW_11121,SL3261_1041,SL1344_1041,SEN0966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9785,NA,0,0,0,0,0,2.92687897,2.295885646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BN373_11041,ERS227112_02963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9786,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BTURN675_294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0700,Sant_2956,SOPEG_3963
Clust9787,proA,0,0,0,0,0,3.051754953,2.25549932,2.996609779,2.916461328,2.918655414,2.316807789,2.506388338,1.698480577,2.852608185,2.910495336,3.154847492,2.006874238,BN373_07681,ERS227112_02629,EC958_0421,NCTC13441_03695,b0243,BW25113_0243,ROD_03381,t2528,STM_MW03331,STMMW_03331,SL3261_0318,SL1344_0318,SEN0305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0601,Sant_3142,SOPEG_ps0794
Clust9788,purM,0,0,0,0,0,3.280130992,2.779336879,3.327139723,3.084158104,2.391228324,3.136224187,2.456764877,2.674207518,2.898505106,3.013200085,2.743719346,2.128486295,BN373_34831,ERS227112_03755,EC958_2805,NCTC13441_01241,b2499,BW25113_2499,ROD_24421,t0358,STM_MW25161,STMMW_25161,SL3261_2462,SL1344_2462,SEN2480,A359_02960,NA,NA,IM45_179,AB162_056,BCI_0072,NA,NA,NA,NA,NA,NA,BA000021_331,WIGMOR_0436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1732,Sant_1203,SOPEG_3023
Clust9789,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOPEG_ps1772
Clust9790,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,5.011509139,5.038902679,3.354602601,3.277398921,3.802293746,4.208505146,NA,NA,NA,NA,NA,NA,NA,t3054,STM_MW30931,STMMW_30931,SL3261_3107,SL1344_3107,SEN2976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1478,Sant_1942,SOPEG_1939
Clust9791,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1140,Sant_1609,NA
Clust9792,NA,0,0,0,0,0,NA,2.522823102,3.147008739,2.660377364,NA,NA,NA,NA,NA,NA,NA,NA,NA,ERS227112_04219,EC958_2289,NCTC13441_01782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9795,NA,0,0,0,0,0,2.80582683,3.328304509,NA,NA,NA,NA,2.888642894,NA,4.047552631,4.158386511,4.328255255,2.129879528,BN373_05151,ERS227112_02367,NA,NA,NA,NA,NA,t0057,NA,STMMW_08191,SL3261_0744,SL1344_0744,SEN0056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9796,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3.484816482,NA,3.369226561,3.483851259,4.151162735,2.709853851,NA,NA,NA,NA,NA,NA,NA,t3267,NA,STMMW_33511,SL3261_0056,SL1344_0056,SEN0712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9797,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,3.39780394,3.563826471,4.072746928,2.376886385,NA,NA,NA,NA,NA,NA,NA,NA,NA,STMMW_00561,SL3261_3324,SL1344_3324,SEN3185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9798,pheT,1,1,1,1,0,-6.5,-6.5,-3.948962256,-6.5,-6.5,-6.5,-6.5,-6.5,-2.121565415,-6.5,-4.098287684,-1.795797186,BN373_27611,ERS227112_04498,EC958_1935,NCTC13441_02166,b1713,BW25113_1713,ROD_13421,t1219,STM_MW13451,STMMW_13451,SL3261_1272,SL1344_1272,SEN1706,A359_01610,MEPCIT_238,A35E_00369,IM45_1033,AB162_415,BCI_0467,BOBLI757_361,BTURN675_342,BVAF_359,Bfl356,BPEN_367,BCHRO640_377,BA000021_85,WIGMOR_0090,BUsg_122,BUMPG002_CDS00467,BUMPUSDA_CDS00465,BUMPF009_CDS00466,BUMPW106_CDS00466,BAKON_129,BA000003_119,BUAPTUC7_129,CWO_00640,NA,CWU_00835,CWS_00665,BUAP5A_128,BUAMB_119,bbp_124,BCc_083,BCTU_085,SG1423,Sant_2075,SOPEG_2407
Clust9799,nuoC,0,0,0,0,0,3.298188688,2.89033262,2.168822962,1.923050664,2.684051181,2.996426174,1.90844347,2.344114605,3.282248898,3.149189258,2.691213203,2.32071318,BN373_32871,ERS227112_03902,EC958_2621,NCTC13441_01425,b2286,BW25113_2286,ROD_26881,t0538,STM_MW23481,STMMW_23481,SL3261_2295,SL1344_2295,SEN2308,A359_05900,MEPCIT_072,NA,IM45_853,AB162_327,BCI_0379,BOBLI757_496,BTURN675_485,BVAF_492,Bfl491,BPEN_507_2,BCHRO640_522,NA,NA,BUsg_149,BUMPG002_CDS00440,BUMPUSDA_CDS00438,BUMPF009_CDS00439,BUMPW106_CDS00439,BAKON_155,BA000003_145,BUAPTUC7_155,CWO_00790,CWQ_00830,CWU_01010,CWS_00815,BUAP5A_154,BUAMB_144,bbp_145,BCc_099,BCTU_103,SG1599,Sant_1344,SOPEG_2845
Clust9800,aroC,0,0,0,0,0,3.077845078,2.853968689,2.929996138,2.739735769,2.510783891,2.864809549,0.508750697,2.238647061,2.83448342,3.351948824,3.174279898,1.889816773,BN373_33291,ERS227112_03860,EC958_2664,NCTC13441_01382,b2329,BW25113_2329,ROD_27411,t0480,STM_MW24061,STMMW_24061,SL3261_2353,SL1344_2353,SEN2366,NA,NA,NA,IM45_813,NA,BCI_0361,BOBLI757_505,BTURN675_495,BVAF_501,Bfl500,BPEN_516,BCHRO640_531,NA,WIGMOR_0355,BUsg_090,BUMPG002_CDS00499,BUMPUSDA_CDS00497,BUMPF009_CDS00498,BUMPW106_CDS00498,BAKON_096,BA000003_87,BUAPTUC7_096,CWO_00465,CWQ_00495,NA,CWS_00480,BUAP5A_095,BUAMB_092,bbp_091,BCc_061,BCTU_062,SG1627,Sant_1305,SOPEG_2888
Clust9802,recB,0,0,0,0,0,2.805295718,1.168436387,2.264792086,1.212395396,1.640351818,2.165193723,1.75433641,1.363996411,2.646158099,2.408076278,2.572118637,1.987848356,BN373_38591,ERS227112_01439,EC958_3120,NCTC13441_00920,b2820,BW25113_2820,ROD_28621,t2902,STM_MW29551,STMMW_29551,SL3261_2972,SL1344_2972,SEN2836,A359_06700,MEPCIT_129,A35E_00059,IM45_1207,AB162_494,BCI_0546,BOBLI757_270,BTURN675_287,BVAF_271,Bfl268,BPEN_276,BCHRO640_283,BA000021_265,WIGMOR_0512,BUsg_439,BUMPG002_CDS00145,BUMPUSDA_CDS00145,BUMPF009_CDS00145,BUMPW106_CDS00145,BAKON_457,BA000003_423,BUAPTUC7_448,NA,NA,NA,CWS_02375,BUAP5A_447,BUAMB_429,bbp_404,BCc_282,BCTU_297,SG1973,Sant_0862,SOPEG_3433
Clust9803,ilvE,0,0,0,0,0,4.184960397,4.403410832,3.598329219,3.749319386,3.392364979,3.605611163,3.20313883,4.357640723,4.15419288,4.102074932,4.457501293,3.532054893,BN373_48971,ERS227112_01739,EC958_4234,NCTC13441_04750,b3770,BW25113_3770,ROD_39781,t3395,STM_MW38781,STMMW_38781,SL3261_3863,SL1344_3863,SEN3709,NA,NA,NA,NA,NA,NA,BOBLI757_599,BTURN675_590,BVAF_593,Bfl591,BPEN_612,BCHRO640_634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG2395,Sant_0279,SOPEG_0393
Clust9804,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2.958856115,2.471243193,3.280034462,2.835285092,3.258043137,3.365761148,2.644633499,NA,NA,NA,NA,NA,NA,ROD_15441,t1473,STM_MW15551,STMMW_15551,SL3261_1490,SL1344_1490,SEN1495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9805,mreB,1,1,1,0,0,-2.361809516,-0.275409864,0.085112741,-6.5,-6.5,-0.033348346,-2.518598476,-2.171325567,-1.839077279,0.301971175,-0.438484704,-0.049984673,BN373_43001,ERS227112_00947,EC958_3642,NCTC13441_00449,b3251,BW25113_3251,ROD_45651,t3289,STM_MW33721,STMMW_33721,SL3261_3346,SL1344_3346,SEN3207,A359_00180,MEPCIT_075,A35E_00109,IM45_117,NA,BCI_0049,BOBLI757_294,BTURN675_263,BVAF_297,Bfl294,BPEN_302,BCHRO640_310,BA000021_600,WIGMOR_0141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0156,Sant_0501,SOPEG_3697
Clust9806,lptB,1,1,1,1,0,-1.833913828,-6.5,-0.811514203,-6.5,-6.5,-2.350051253,-6.5,-6.5,-1.800146559,-3.107484795,-6.5,-1.514815824,BN373_42611,ERS227112_00987,EC958_3601,NCTC13441_00491,b3201,BW25113_3201,ROD_46191,t3236,STM_MW33181,STMMW_33181,SL3261_3291,SL1344_3291,SEN3152,A359_08910,MEPCIT_190,A35E_00201,NA,NA,NA,BOBLI757_041,BTURN675_041,BVAF_042,Bfl042,BPEN_043,BCHRO640_043,BA000021_325,WIGMOR_0442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0200,Sant_3701,SOPEG_0114
Clust9807,leuB,0,0,0,0,0,3.005279609,3.517471421,3.108061821,3.240585924,3.429932667,2.972298673,2.639810359,3.276887307,2.93150001,3.434164073,3.57407709,2.754633078,BN373_05671,ERS227112_02415,EC958_0213,NCTC13441_03911,b0073,BW25113_0073,ROD_00811,t0116,STM_MW01181,STMMW_01181,SL3261_0112,SL1344_0112,SEN0113,NA,NA,NA,NA,NA,NA,BOBLI757_131,BTURN675_126,BVAF_133,Bfl132,BPEN_136,BCHRO640_137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bbp_496,NA,NA,SG0436,Sant_3367,SOPEG_2082
Clust9809,sucA,0,0,0,0,0,1.925636083,1.269573751,1.425639577,1.184865642,1.050008692,1.924533643,-1.964813278,0.943287192,1.481750113,1.9878258,2.754762354,1.943669398,BN373_13051,ERS227112_03175,EC958_0840,NCTC13441_03270,b0726,BW25113_0726,ROD_07231,t2140,STM_MW07931,STMMW_07931,SL3261_0718,SL1344_0718,SEN0686,A359_00670,NA,NA,NA,NA,NA,BOBLI757_336,BTURN675_324,BVAF_333,Bfl331,BPEN_341,BCHRO640_350,BA000021_418,WIGMOR_0343,BUsg_292,BUMPG002_CDS00295,BUMPUSDA_CDS00294,BUMPF009_CDS00294,BUMPW106_CDS00294,BAKON_304,BA000003_282,BUAPTUC7_297,CWO_01575,CWQ_01610,CWU_01955,CWS_01570,BUAP5A_296,BUAMB_283,bbp_280,BCc_184,BCTU_194,SG0876,Sant_2771,SOPEG_0691
Clust9810,wcaJ,0,0,0,0,0,4.335801693,3.768356312,2.845962276,2.856045115,1.542106043,3.35392465,2.728493545,3.288482851,2.881322022,3.084610585,3.499316834,2.218908676,BN373_31051,ERS227112_04083,EC958_2387,NCTC13441_01665,b2047,BW25113_2047,ROD_21831,t0769,STM_MW21341,STMMW_21341,SL3261_2080,SL1344_2080,SEN2099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0986,Sant_1459,NA
Clust9811,aroB,0,0,0,0,0,3.359312588,3.005075331,3.65570772,3.103019094,3.559333952,3.213167262,3.133013602,2.661271716,3.250270357,3.56458561,3.254280525,2.608664249,BN373_43971,ERS227112_00825,EC958_3780,NCTC13441_00311,b3389,BW25113_3389,ROD_44341,t4020,STM_MW34761,STMMW_34761,SL3261_3453,SL1344_3453,SEN3312,NA,NA,NA,IM45_057,NA,BCI_0023,BOBLI757_578,BTURN675_570,BVAF_573,Bfl571,BPEN_591,BCHRO640_607,NA,WIGMOR_0169,BUsg_519,BUMPG002_CDS00065,BUMPUSDA_CDS00065,BUMPF009_CDS00065,BUMPW106_CDS00065,BAKON_544,BA000003_502,BUAPTUC7_532,CWO_02835,CWQ_02870,NA,CWS_02780,BUAP5A_531,BUAMB_512,bbp_480,BCc_352,BCTU_363,SG2308,Sant_0384,SOPEG_0273
Clust9812,sucD,0,0,0,0,0,3.554305066,1.457621936,2.544767977,3.104885965,1.508818552,2.80941734,1.97530433,1.621743515,3.070670683,3.099489433,2.827345966,2.440132709,BN373_13081,ERS227112_03178,EC958_0843,NCTC13441_03267,b0729,BW25113_0729,ROD_07261,t2137,STM_MW07961,STMMW_07961,SL3261_0721,SL1344_0721,SEN0689,NA,MEPCIT_088,NA,NA,NA,BCI_0098,BOBLI757_339,BTURN675_327,BVAF_336,Bfl334,BPEN_344,BCHRO640_353,BA000021_415,WIGMOR_0346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0879,Sant_2768,SOPEG_0694
Clust9813,NA,0,0,0,0,0,NA,NA,3.504289886,3.771574409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC958_4520,NCTC13441_04422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9814,gmd,0,0,0,0,0,NA,NA,2.873377204,3.200114001,3.349062576,3.357006651,3.41509662,2.76906382,3.032207195,3.55207496,3.270383771,2.717658752,NA,NA,EC958_2393,NCTC13441_01659,b2053,BW25113_2053,ROD_21891,t0763,STM_MW21411,STMMW_21411,SL3261_2086,SL1344_2086,SEN2105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0331,Sant_3521,NA
Clust9815,bioA,0,0,0,0,0,3.039884363,2.850750305,3.380199307,3.283182602,3.198148194,2.518742004,2.853493548,2.73811678,3.549190744,3.455628612,4.035255328,1.966254315,BN373_13611,ERS227112_03233,EC958_0886,NCTC13441_03220,b0774,BW25113_0774,ROD_07751,t2094,STM_MW08451,STMMW_08451,SL3261_0770,SL1344_0770,SEN0738,A359_00840,NA,A35E_00186,IM45_558,NA,BCI_0245,NA,NA,NA,NA,NA,NA,BA000021_451,WIGMOR_0307,BUsg_281,BUMPG002_CDS00306,BUMPUSDA_CDS00305,BUMPF009_CDS00305,BUMPW106_CDS00305,BAKON_294,BA000003_273,BUAPTUC7_288,CWO_01525,CWQ_01555,CWU_01900,CWS_01515,BUAP5A_287,BUAMB_273,bbp_273,NA,NA,SG0902,Sant_2736,SOPEG_ps0495
Clust9816,hyfF,0,0,0,0,0,NA,NA,NA,NA,2.77240557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,b2486,BW25113_2486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9817,purF,0,0,0,0,0,3.250081192,3.31496595,2.591371816,3.03559654,3.022661034,3.324567706,2.593075679,3.204297666,2.994967588,3.156025052,3.118485235,2.602130899,BN373_33121,ERS227112_03877,EC958_2647,NCTC13441_01399,b2312,BW25113_2312,ROD_27231,t0502,STM_MW23841,STMMW_23841,SL3261_2331,SL1344_2331,SEN2344,A359_06160,NA,NA,IM45_829,AB162_315,BCI_0368,NA,NA,NA,NA,NA,NA,BA000021_312,WIGMOR_0460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1613,Sant_1323,SOPEG_2869
Clust9818,NA,0,0,0,0,0,3.292877986,3.690133648,NA,NA,NA,2.916954335,2.467356369,2.223893277,2.511399113,3.029329956,2.384896103,2.288383991,BN373_38301,ERS227112_01470,NA,NA,NA,NA,ROD_21201,t0840,STM_MW20661,STMMW_20661,SL3261_2011,SL1344_2011,SEN2033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9819,purL,0,0,0,0,0,3.419935433,2.239183721,3.448233926,3.347942502,1.962382325,3.578229938,2.503263951,2.717836152,3.135943749,3.196264409,3.506317775,2.462512976,BN373_35401,ERS227112_00031,EC958_2863,NCTC13441_01182,b2557,BW25113_2557,ROD_25001,t0291,STM_MW25821,STMMW_25821,SL3261_2527,SL1344_2527,SEN2545,A359_00870,NA,NA,IM45_005,AB162_003,BCI_0002,NA,NA,NA,NA,NA,NA,BA000021_136,WIGMOR_0647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG1778,Sant_1112,SOPEG_3123
Clust9820,proB,0,0,0,0,0,3.356402042,2.89603278,3.340574147,3.224762846,2.58685521,2.711239536,2.680298981,2.196242661,2.739005759,2.907733707,2.967373397,1.988725825,BN373_07691,ERS227112_02630,EC958_0420,NCTC13441_03696,b0242,BW25113_0242,ROD_03371,t2529,STM_MW03321,STMMW_03321,SL3261_0317,SL1344_0317,SEN0304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SG0600,Sant_3143,SOPEG_ps0793
Clust9821,NA,0,0,0,0,0,NA,NA,NA,NA,NA,2.649003996,1.953988695,3.328277451,3.078011574,3.060540246,3.777491057,2.72378846,NA,NA,NA,NA,NA,NA,ROD_15431,t1472,STM_MW15541,STMMW_15541,SL3261_1489,SL1344_1489,SEN1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9823,sucB,0,0,0,0,0,0.841051022,1.312933433,1.306160605,1.698183605,0.819894645,1.159119508,-6.5,-0.434948469,0.661323483,1.816432908,2.115166753,1.499061778,BN373_13061,ERS227112_03176,EC958_0841,NCTC13441_03269,b0727,BW25113_0727,ROD_07241,t2139,STM_MW07941,STMMW_07941,SL3261_0719,SL1344_0719,SEN0687,A359_00680,NA,NA,NA,NA,NA,BOBLI757_337,BTURN675_325,BVAF_334,Bfl332,BPEN_342,BCHRO640_351,BA000021_417,WIGMOR_0344,BUsg_293,BUMPG002_CDS00294,BUMPUSDA_CDS00293,BUMPF009_CDS00293,BUMPW106_CDS00293,BAKON_305,BA000003_283,BUAPTUC7_298,CWO_01580,CWQ_01615,CWU_01960,CWS_01575,BUAP5A_297,BUAMB_284,bbp_281,BCc_185,BCTU_195,SG0877,Sant_2770,SOPEG_0692
Clust9824,NA,0,0,0,0,0,NA,NA,3.095876673,3.027593399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EC958_4517,NCTC13441_04425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clust9825,NA,0,0,0,0,0,3.436389556,3.115003317,NA,NA,NA,3.053951934,NA,NA,NA,NA,NA,NA,BN373_08731,ERS227112_02735,NA,NA,NA,NA,ROD_04791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sant_0955,NA
Clust9826,NA,0,0,0,0,0,2.880153732,3.269877101,NA,NA,NA,3.006543022,NA,NA,NA,NA,NA,NA,BN373_08751,ERS227112_02737,NA,NA,NA,NA,ROD_04811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
