gene,essential,gene_ori,gene_left,gene_right,median_coding,median_template,mad_coding,mad_template,coding,template,operon
npr,FALSE,+,3345988,3346260,-0.158589232,-0.033127849,0.132502893,0.347042389,4,2,yrbG-kdsDC-lptCAB-rpoN-hpf-ptsN-rapZ-npr
yhcG,FALSE,+,3365849,3366976,-0.158407509,-0.62586187,0.142309893,0.629814905,9,5,yhcG
ybdL,FALSE,+,632809,633969,-0.158142219,-0.321248604,0.104842045,0.072976141,7,7,ybdL
lgoT,FALSE,-,4591384,4592745,-0.157540448,-0.290626,0.135223673,0.28175073,8,14,lgoT
argB,FALSE,+,4154039,4154812,-0.157461808,-0.239499361,0,0.392704973,1,9,argCBH
codB,FALSE,+,354146,355405,-0.157456154,-0.483118193,0.172356544,0.329895177,7,18,codBA
sdaC,FALSE,+,2926251,2927540,-0.157441504,-0.14628884,0.171455227,0.243952486,11,10,sdaCB
ybhJ,FALSE,+,802726,804987,-0.157438177,-0.269105284,0.140771487,0.205958625,12,23,ybhJ
sufA,FALSE,-,1762042,1762410,-0.157392474,-0.403219115,0.086334133,0.177559536,3,6,sufABCDSE
ampC,FALSE,-,4375834,4376967,-0.15630256,-0.410424084,0.146308247,0.239060325,6,11,ampC
dadA,FALSE,+,1236794,1238092,-0.156167155,-0.28264083,0.171553214,0.244744504,9,19,dadAX
rfbD,FALSE,-,2109101,2110000,-0.155795698,-0.292177652,0.090840132,0.058173488,7,6,rfbBDACX
ung,FALSE,+,2714776,2715465,-0.155039472,-0.546053616,0.358765892,0.475943264,1,11,ung
dinD,FALSE,+,3815783,3816607,-0.154994163,-0.923127775,0.189682769,0.828224287,3,3,dinD
casE,FALSE,-,2877810,2878409,-0.154890694,-0.20717515,0.116160595,0.095391492,3,7,casABCDE12
purE,FALSE,-,551814,552323,-0.154787315,-0.206905138,0.106866802,0.287423539,5,3,purEK
hypD,FALSE,+,2850158,2851279,-0.154740998,-0.244791996,0.279950615,0.348023501,3,11,hypABCDE-fhlA
efeO,FALSE,+,1081466,1082593,-0.154740998,-0.265465195,0.061479478,0.248609328,8,10,efeOB
yghD,FALSE,-,3108612,3109148,-0.154471618,-0.500082945,0.041065611,0.556740842,2,6,yghED
frdC,FALSE,-,4377400,4377795,-0.154375275,-0.649020156,0.051818874,0.253134741,3,3,frdABCD
yecJ,FALSE,-,1985531,1985782,-0.153730274,-0.805074318,0.206268955,0,2,1,yecJ
tam,FALSE,+,1605370,1606128,-0.153640952,-0.485578612,0.124536829,0.213740032,4,2,tam
ybiC,FALSE,+,835574,836659,-0.153631608,-0.262400348,0.226712073,0.255364458,10,13,ybiC
yghA,FALSE,+,3147684,3148568,-0.153496222,-0.300075611,0.05083231,0.379348504,3,7,yghA
ygiH,FALSE,+,3202716,3203333,-0.153162227,-0.524440482,0.169448377,0.21448565,4,5,ygiH
yacC,FALSE,-,136570,136917,-0.152921958,-0.961319806,0.133594545,0,3,1,yacC-speED
yeeX,FALSE,-,2077056,2077385,-0.151725354,NA,0.068445611,NA,1,0,yeeX
ymgE,FALSE,+,1243951,1244205,-0.151449415,-0.342389467,0,0.046365924,1,2,ymgE
IS128,FALSE,+,2651537,2651745,-0.151439544,NA,0,NA,1,0,IS128
rhaT,FALSE,-,4097514,4098548,-0.151342035,-0.434205075,0.08987179,0.415806012,4,8,rhaT
ynaA,FALSE,+,1424478,1425506,-0.151317393,-0.225105192,0.203721076,0.363417447,5,5,ynaA-lomR_1
hisH,FALSE,+,2092559,2093149,-0.151208052,-0.087978779,0.088968589,0.179248541,3,3,hisLGDCBHAFI
flgB,FALSE,+,1130241,1130657,-0.150765775,-0.192543048,0.072702675,0,5,1,flgBCDEFGHIJ
waaZ,FALSE,-,3797368,3798219,-0.150741096,-0.09142255,0.089830349,0,4,1,waaQGPSBOJYZU
wzc,FALSE,-,2131514,2133676,-0.150573218,-0.249811201,0.141744508,0.29032922,13,17,wza-wzb-wzc-wcaAB
fhuF,FALSE,-,4602898,4603686,-0.150267878,-0.118023631,0.023326281,0.210796401,6,3,fhuF
kefC,FALSE,+,47769,49631,-0.150184139,-0.524302141,0.178675646,0.431448761,8,22,kefFC
idnK,FALSE,+,4492646,4493209,-0.149978241,-0.15338887,0.2785438,0.061266708,1,3,idnK
yhaO,FALSE,-,3254701,3255969,-0.149835119,-0.232589083,0.174090816,0.147928939,7,11,yhaOM
gmm,FALSE,-,2123767,2124246,-0.149601679,-0.505266873,0.27032621,0.292646235,2,3,wcaCDEF-gmd-fcl-gmm-wcaI-cpsBG-wcaJ-wzxC
mmuP,FALSE,+,274549,275952,-0.149357801,-0.398410706,0.203761524,0.537438182,7,13,mmuPM
yfgO,FALSE,-,2612842,2613903,-0.148945398,-0.279810351,0.148295266,0.184839672,4,7,yfgO
yggM,FALSE,-,3096580,3097587,-0.148611143,-0.435644865,0.264046538,0.224122818,2,4,yggM
ybdG,FALSE,-,602639,603886,-0.147544141,-0.279355337,0.139801638,0.03645579,10,3,ybdG
lomR_1,FALSE,+,1425482,1425637,-0.147291014,-0.446077565,0,0.353983223,1,2,ynaA-lomR_1
yfcF,FALSE,-,2417863,2418507,-0.147192916,-0.263053828,0.000293847,0.389007982,2,5,yfcF
thiQ,FALSE,-,72229,72927,-0.147071821,-0.650697086,0.051048255,0.465183684,4,9,sgrR-sroA-tbpA-thiPQ
mltD,FALSE,-,232597,233955,-0.146407581,-0.237494884,0.077668277,0.195596034,8,8,mltD
ydjZ,FALSE,+,1832832,1833539,-0.146324779,-1.008106931,0,0,1,1,ydjXYZ-ynjABCD
ybaM,FALSE,-,489334,489495,-0.146183135,-0.663596463,0,0.160818972,1,4,priC-ybaM
recG,FALSE,+,3823233,3825314,-0.145982789,-0.256854706,0.271669695,0.256854565,20,21,rpoZ-spoT-trmH-recG
yoaC,FALSE,+,1892097,1892456,-0.145692058,-0.250363283,0.102969903,0.050460319,4,4,yoaC
hycA,FALSE,-,2847996,2848457,-0.14512994,-0.325492967,0.19660867,0.194453664,1,4,hycABCDEFGHI
ypeB,FALSE,-,2525963,2526181,-0.144881152,-0.195667707,0,0.009336686,1,2,ligA-ypeB
frvA,FALSE,-,4090400,4090846,-0.144751128,-0.144545709,0.049925928,0.261957041,4,5,frvABXR
ydhZ,FALSE,-,1752956,1753165,-0.144358309,NA,0,NA,1,0,ydhZ
nlpE,FALSE,+,215269,215979,-0.143628295,-0.250714767,0.016377328,0.475419266,3,6,yaeQ-arfB-nlpE
yqiG,FALSE,+,3185422,3187887,-0.142741342,-0.2688111,0.243547059,0.244355118,7,13,insC-5CD-5D-5-yqiGHI
rbsC,FALSE,+,3933311,3934276,-0.142594322,-0.179276096,0.09736588,0.075502265,6,9,rbsDACBKR
yciC,FALSE,-,1310944,1311687,-0.139338237,-0.072843758,0.140192063,0.229224508,4,10,yciCB
hycH,FALSE,-,2841058,2841468,-0.139280164,-0.352176669,0.151544854,0,3,1,hycABCDEFGHI
qseB,FALSE,+,3167850,3168509,-0.138713025,-0.129576803,0.010364886,0.077246758,2,4,qseBC
ybeR,FALSE,+,675934,676641,-0.13854722,-0.178265071,0.067113483,0.209673499,5,6,ybeR-djlB
yibT,FALSE,-,3774194,3774403,-0.138282879,-0.06094605,0,0,1,1,yibT
metB,FALSE,+,4126695,4127855,-0.137913956,-0.253708922,0.207343412,0.152241823,8,10,metBL
pnuC,FALSE,+,782389,783108,-0.137755687,-0.365316291,0.017895536,0.086733351,3,6,nadA-pnuC
wecH,FALSE,+,3723910,3724905,-0.13752352,-0.127691733,0.151793634,0.242667988,4,7,wecH
pntB,FALSE,-,1672996,1674384,-0.137436203,-0.494115511,0.066193804,0.486093403,2,15,pntAB
curA,FALSE,+,1517051,1518088,-0.137382998,-0.437453617,0.220163001,0.449015911,10,12,curA
yddB,FALSE,-,1573271,1575643,-0.136951381,-0.286162643,0.198914021,0.273161847,10,21,yddAB
fruB,FALSE,-,2260387,2261517,-0.136620744,-0.289781667,0.211085285,0.323546271,8,7,fruBKA
glcC,FALSE,+,3126294,3127058,-0.136313253,-0.42431709,0.104687415,0.199428084,2,6,glcC
tatD,FALSE,+,4021577,4022359,-0.135760153,-0.240100234,0,0.163692788,1,8,tatABCD
yqhC,FALSE,-,3152284,3153240,-0.135314878,-0.397927623,0.096693712,0.26424728,3,7,yqhC
amiA,FALSE,+,2550374,2551243,-0.134072955,-0.235360259,0.089503542,0.210801724,6,5,amiA-hemF
yiaC,FALSE,+,3711675,3712115,-0.133902742,-0.958318479,0,1.186686995,1,2,tag-yiaC
ycaL,FALSE,+,959487,960251,-0.133711524,-0.279439574,0.025527461,0.378130136,5,6,ycaL
glvC,FALSE,-,3860520,3861626,-0.133603006,-0.472115283,0.247881266,0.165667321,8,13,glvCBG-ysdC
ygeW,FALSE,+,3004284,3005474,-0.133557353,-0.307417221,0.417087435,0.097819021,5,3,ygeW
ybbA,FALSE,+,518957,519643,-0.133370318,-0.325323378,0.0529887,0.186725742,3,5,ybbAP
gadY,FALSE,+,3662887,3662991,-0.132211171,-0.208258176,0.028087323,0,2,1,gadY
yjgH,FALSE,-,4470837,4471232,-0.132119317,-0.065659831,0.172759436,0.111038022,4,2,yjgH
frwD,FALSE,+,4145161,4145502,-0.131861195,-0.438643848,0.197724505,0.182136475,2,4,frwD
yfdX,FALSE,-,2491789,2492424,-0.131652365,NA,0.227501299,NA,2,0,yfdX-frc-oxc-yfdVE
yhdW,FALSE,+,3417171,3418088,-0.131382987,-0.270411793,0.042928423,0.192109259,3,6,yhdWXYZ
fucA,FALSE,-,2931063,2931710,-0.13131749,-0.677253604,0.096494381,0.660937896,6,6,fucAO
flgH,FALSE,+,1134787,1135485,-0.13129363,-0.243226441,0.06760429,0.208117872,5,7,flgBCDEFGHIJ
ybgD,FALSE,-,751452,752018,-0.13086609,-0.275225945,0.062415627,0.095686199,5,3,ybgD
tabA,FALSE,+,4472885,4473337,-0.130190284,-0.215650338,0.061207672,0.135341523,4,5,tabA
yidH,FALSE,-,3853983,3854330,-0.130037875,-0.245168902,0.012856889,0.089938521,2,5,yidHGF
rfbX,FALSE,-,2106361,2107608,-0.129954076,-0.261632694,0.149962639,0.047856186,5,4,rfbBDACX
alsE,FALSE,-,4305806,4306501,-0.129660018,-0.378717595,0.185864031,0.111300936,7,3,rpiR-alsBACE
ybcC,FALSE,-,565321,565584,-0.129650541,-0.342902518,0.051361013,0.613981193,3,7,ybcC
ygaC,FALSE,-,2797672,2798016,-0.129601115,-0.195724561,0.059330101,0.37273186,1,2,ygaC
yiaU,FALSE,+,3750015,3750989,-0.129119749,-0.567324883,0.010262342,0.1618471,3,5,yiaU
ydfI,FALSE,-,1627477,1628937,-0.129113991,-0.370100889,0.109856905,0.702586345,6,10,ydfI
ygiC,FALSE,+,3178443,3179603,-0.129098865,-0.547434297,0.037528536,0.557887277,2,11,tolC-ygiABC
nagB,FALSE,-,702034,702834,-0.127981537,-0.287747922,0.00660613,0.260951558,3,6,nagBAC-umpH
bamC,FALSE,-,2595853,2596887,-0.127905643,-0.256905351,0.14709903,0.148751186,9,6,dapA-bamC
metL,FALSE,+,4127858,4130290,-0.127663723,-0.362703105,0.139237053,0.242844208,10,18,metBL
ybaA,FALSE,+,475896,476249,-0.127566126,-0.071704814,0.042938098,0,3,1,ybaA
yfcC,FALSE,+,2415103,2416623,-0.1271793,-0.231946312,0.108713855,0.217370786,4,11,yfcC
wcaB,FALSE,-,2130091,2130579,-0.127151304,-0.78108063,0.039250284,0,3,1,wza-wzb-wzc-wcaAB
mngR,FALSE,-,764376,765098,-0.126816223,-0.129651714,0.068008184,0.294653844,2,5,mngR
ynbD,FALSE,+,1478933,1480225,-0.126107766,-0.512323842,0.098560364,0.33132845,5,16,ynbABCD
yjbM,FALSE,+,4258622,4259329,-0.12572704,-0.208567989,0,0.004725251,1,3,yjbLM
yeeE,FALSE,-,2082491,2083549,-0.12559749,-0.271086585,0.057401373,0.28101699,4,9,yeeED
modF,FALSE,-,791539,793011,-0.125456138,-0.299859103,0.1539574,0.198279982,11,16,modEF
nikD,FALSE,+,3615038,3615802,-0.125204283,-0.264331879,0.117690231,0.270200219,5,5,nikABCDER
yidL,FALSE,+,3858276,3859199,-0.124040549,NA,0.047670621,NA,5,0,yidL
yfdV,FALSE,-,2487264,2488208,-0.122955804,-0.226265409,0.171414859,0.136269789,3,10,yfdX-frc-oxc-yfdVE
xanQ,FALSE,+,3022373,3023773,-0.122884174,-0.178518711,0.115316979,0.315741929,10,9,xanQ-guaD-ghxQ
yqhG,FALSE,+,3155672,3156598,-0.121708592,-0.270639369,0.136812135,0.166314666,5,8,yqhG
garL,FALSE,-,3270809,3271579,-0.121452156,-0.40736826,0.150359402,0.255137178,5,4,garPLRK-rnpB
tomB,FALSE,-,479558,479932,-0.121416225,-0.356202639,0.230705712,0.529673052,5,2,tomB-hha
napB,FALSE,-,2296291,2296740,-0.12106448,-0.305850462,0.135012262,0.124639971,5,5,napFDAGHBC-ccmABCDEFGH
ygjP,FALSE,+,3233982,3234485,-0.120881197,-0.335969933,0.123230182,0.21982907,6,5,ygjP
yhiI,FALSE,-,3627558,3628625,-0.120783128,-0.261803224,0.158531662,0.326338593,6,9,yhiI-rbbA-yhhJ
mlc,FALSE,-,1665368,1666588,-0.120603316,-0.243447931,0.083371702,0.237151853,5,12,mlc-ynfK
mscL,FALSE,+,3436046,3436456,-0.119833211,-0.618193236,0,0.640439296,1,3,mscL
yjfC,FALSE,+,4411051,4412214,-0.119405881,-0.5758073,0.124176938,0.682963663,4,8,yjfKLMC
cheY,FALSE,-,1965072,1965461,-0.118220689,-0.370123713,0,0.249218609,1,3,tar-tap-cheRBYZ
zapA,FALSE,+,3053634,3053963,-0.117656394,-3.546488145,0.135108718,0,3,1,zapA
galF,FALSE,-,2111458,2112351,-0.117610233,-0.121044276,0.167751098,0.104368273,6,5,galF
dtd,FALSE,+,4075038,4075475,-0.117386669,-0.34040589,0,0.620159436,1,3,yihXY-dtd-yiiD
bluF,FALSE,-,1213487,1214698,-0.116755929,-0.60459338,0.111933814,0.352077182,4,6,bluF
metI,FALSE,-,220968,221621,-0.116295766,-0.473639424,0.382962892,0.092294587,2,8,metNIQ
chpS,TRUE,+,4446470,4446721,-0.116273844,-0.14378718,0.014707734,0.136137202,1,3,chpSB
puuD,FALSE,+,1359144,1359908,-0.115869485,-0.621102592,0.084318097,0.283282398,3,3,puuDRCBE
ytfA,FALSE,+,4425792,4426118,-0.115746254,-0.359976672,0.182906018,0.439257367,2,3,ytfA
torT,FALSE,+,1055484,1056512,-0.115278974,-0.371159922,0.074317176,0.205806916,5,14,torT
ygiL,FALSE,+,3183436,3183987,-0.114729245,-0.409290706,0.081869055,0.047394223,2,2,ygiL
yhiN,FALSE,-,3634231,3635433,-0.114266073,-0.339787325,0.038892736,0.26056578,1,16,yhiN
dsdC,FALSE,-,2474716,2475651,-0.113376644,-0.192259777,0.07540982,0.275128048,4,6,dsdC
phnN,FALSE,-,4313548,4314105,-0.113050495,-0.169282534,0.132325463,0.265619097,4,6,phnCDE_1E_2FGHIJKLMNOP
eutK,FALSE,-,2553250,2553750,-0.112722816,-0.55892696,0.05789106,0.215327615,4,5,eutBCLKR
mcrB,FALSE,-,4575981,4577360,-0.112453556,-0.430493439,0.258853064,0.113466906,7,7,mcrBC
prpE,FALSE,+,351930,353816,-0.112117243,-0.301027449,0.238049573,0.202068036,11,21,prpBCDE
elaD,FALSE,+,2380735,2381946,-0.111439516,-0.376803487,0.066412987,0,6,1,elaD
php,FALSE,-,3505734,3506612,-0.110509471,-0.253562288,0.139199839,0.289553776,6,5,yhfXW-php-yhfUTS
rsmG,FALSE,-,3921080,3921703,-0.10990785,-0.254906257,0.117798748,0.516697558,7,7,asnC-mioC-mnmG-rsmG
cadB,FALSE,-,4356720,4358054,-0.109577568,-0.428160855,0.063665596,0.117256029,4,14,cadBA
yahE,FALSE,+,335149,336012,-0.108741668,-0.314428717,0.093728879,0.513227602,6,9,yahDEFG
proV,FALSE,+,2802837,2804039,-0.108077971,-0.17812054,0.138053426,0.432454224,6,9,proVWX
caiF,FALSE,+,34300,34695,-0.107829804,-0.515777658,0,0.231052183,1,4,caiF
csiD,FALSE,+,2787007,2787984,-0.107774151,-0.512018892,0.137585712,0.42454177,6,5,csiD-lhgO-gabDTP
yeeN,FALSE,+,2054882,2055598,-0.107445324,-0.477923055,0.042806422,0.143044124,1,4,yeeN
mhpT,FALSE,+,374683,375894,-0.10714685,-0.280343778,0.153927202,0.239168483,9,17,mhpT
yehC,FALSE,-,2188948,2189667,-0.106749276,-0.47983833,0.087526699,0.326525332,4,4,yehDCBA
G0-10703,FALSE,-,3365635,3365792,-0.106526793,NA,0.05061518,NA,2,0,G0-10703
nrfB,FALSE,+,4287268,4287834,-0.105972512,-0.454400795,0.077746901,0.265199054,3,4,nrfABCDEFG
fis,FALSE,+,3409293,3409589,-0.105863139,-0.569528613,0,0.594218448,1,2,dusB-fis
cspG,FALSE,+,1050684,1050896,-0.1058479,0.212964876,0.004830676,0,1,1,cspG
rfbA,FALSE,-,2108162,2109043,-0.105461462,-0.272282124,0.086466988,0.040157529,3,6,rfbBDACX
sbmA,FALSE,+,395863,397083,-0.104500609,-0.326033729,0.15999934,0.2949163,7,12,sbmA-yaiW
ybaQ,FALSE,+,507442,507783,-0.104228758,NA,0,NA,1,0,ybaQ
ddlA,FALSE,-,399053,400147,-0.103256905,-0.393136799,0.079288679,0.274855467,9,11,ddlA
rcdA,FALSE,+,886646,887182,-0.102425993,-0.372747472,0.021301331,0.268537535,2,7,rcdA
ymgH,FALSE,+,1222688,1222909,-0.10173691,NA,0.474890248,NA,1,0,ymgH-ycgI
trpR,FALSE,+,4630783,4631109,-0.100913348,-0.128528399,0.468814892,0,1,1,trpR
hyfI,FALSE,+,2608728,2609486,-0.100479907,-0.233572882,0.206341615,0.240672047,3,9,hyfABCDEFGHIJR-focB
yahC,FALSE,-,333749,334246,-0.100437734,-0.287443748,0.000123601,0.136342274,2,8,yahC
yecH,FALSE,-,1987275,1987514,-0.100183302,-2.291483014,0.054740974,0,2,1,yecH
yaiS,FALSE,-,383283,383840,-0.1000927,NA,0.209407118,NA,7,0,yaiS
mntP,FALSE,+,1903712,1904278,-0.099888474,-0.336090677,0.264885792,0.167856646,3,10,mntP
tdcG,FALSE,-,3256307,3257671,-0.099885157,-0.280946856,0.184292899,0.25780957,6,12,tdcABCDEFG
yeaL,FALSE,+,1872376,1872822,-0.099782047,-0.296739306,0,0.035524599,1,4,yeaL
ibpB,FALSE,-,3864492,3864920,-0.099489453,-0.130560416,0.203870608,0.502049831,2,4,ibpAB
yohD,FALSE,+,2223823,2224401,-0.099419319,-0.259846236,0.015383208,0.185452985,2,4,yohD
feoC,FALSE,+,3540750,3540986,-0.098001573,-0.264435373,0,0.076929487,1,4,feoABC
yabI,FALSE,+,71351,72115,-0.097255303,-0.185629193,0.151071863,0.311604965,1,12,yabI
yfdL,FALSE,-,2469566,2470084,-0.096718285,-0.042968211,0.026533152,0.41810451,4,5,yfdONMLK
dadX,FALSE,+,1238102,1239172,-0.096610025,-0.300070578,0.12267071,0.231383567,8,11,dadAX
emrB,FALSE,+,2810638,2812176,-0.096354465,-0.221776126,0.188138625,0.27869977,12,16,mprA-emrAB
pqqL,FALSE,-,1570431,1573226,-0.09630216,-0.305562547,0.196100351,0.376677414,8,15,pqqL
dsbC,FALSE,-,3036134,3036844,-0.095968682,-0.600386721,0.062487911,0.288762987,2,2,xerD-dsbC-recJ-prfB-lysS
lomR_2,FALSE,+,1426838,1427008,-0.095107024,-0.291402599,0,0.019421065,1,2,lomR_2-stfR-tfaR
hypA,FALSE,+,2848669,2849019,-0.094471203,-0.343308591,0.055020304,0.202139094,1,4,hypABCDE-fhlA
fimI,FALSE,+,4541751,4542290,-0.094435416,-0.285938974,0.145510901,0.257286513,2,5,fimAICDFGH
citD,FALSE,-,649710,650006,-0.094223578,-0.189143409,0.038703924,0,2,1,citCDEFXG
hmp,FALSE,+,2683857,2685047,-0.093673736,-0.387074164,0.041985346,0.317589083,3,14,hmp
ynbB,FALSE,+,1476250,1477146,-0.092480211,-0.302000146,0.209032799,0.243984508,3,5,ynbABCD
yphD,FALSE,-,2673849,2674847,-0.092255881,-0.401747555,0.096711332,0.209082918,4,13,yphFED
chbA,FALSE,-,1817479,1817829,-0.091698559,-0.581164949,0.232586969,0.713988403,3,2,chbBCARFG
yedV,FALSE,-,2034818,2036176,-0.091516291,-0.294118071,0.017518122,0.151522352,4,3,yedWV
yfeS,FALSE,+,2535771,2536505,-0.09103157,-0.53179352,0.119071978,0.301605027,4,3,yfeKS
iclR,FALSE,-,4220827,4221651,-0.090488343,-0.454644538,0.146533318,0.351463753,9,6,iclR
flhA,FALSE,-,1960996,1963074,-0.088005227,-0.261789268,0.069737286,0.238597531,9,23,flhBAE
C0614,FALSE,-,2651474,2651560,-0.087669337,NA,0,NA,1,0,C0614
wcaA,FALSE,-,2130582,2131421,-0.087532246,-0.329428417,0,0.2566359,1,9,wza-wzb-wzc-wcaAB
yddG,FALSE,-,1544312,1545193,-0.086512121,-0.129622854,0.157758526,0.196300684,4,7,yddG
sgcR,FALSE,-,4524129,4524911,-0.085977909,-0.477315724,0.041738378,0.144422432,4,7,sgcXBCQAER
ytjA,FALSE,+,4610133,4610312,-0.085305319,0.135718369,0.269519035,0.194380371,3,4,ytjA
ydaS,FALSE,+,1418389,1418685,-0.084959212,-0.395896991,0,0.021886523,1,3,ydaSTUVW-rzpR
ygcS,FALSE,-,2894555,2895892,-0.08418762,-0.256247101,0.186077033,0.223142605,10,12,ygcS
mog,FALSE,+,9306,9893,-0.083648688,NA,0.032407187,NA,3,0,mog
thiH,FALSE,-,4188758,4189891,-0.083567033,-0.367771653,0.161025164,0.210806656,7,17,thiCEFSGH
ykiA,FALSE,+,407833,408174,-0.083531127,-0.362603446,0.009999305,0.3657431,3,2,ykiA
yieF,FALSE,+,3892675,3893241,-0.083316696,-0.399975259,0.05928711,0.254355864,3,8,yieEF
cynX,FALSE,+,359216,360370,-0.082900572,-0.309820653,0.153067192,0.261891647,8,11,cynTSX
queC,FALSE,-,464076,464771,-0.08233603,-0.172345929,0,0.267832896,1,9,queC
kbaZ,FALSE,+,3276936,3278216,-0.082004584,-0.226362281,0.176769717,0.234030953,9,7,kbaZ-agaVWA
ccmC,FALSE,-,2293605,2294342,-0.081887011,-0.229993707,0.095684981,0.219037528,4,9,napFDAGHBC-ccmABCDEFGH
cobC,FALSE,-,668519,669130,-0.081711995,-0.10177875,0.086763127,0.093249977,7,3,leuS-lptE-holA-nadD-cobC
alkA,FALSE,-,2144716,2145564,-0.081656446,-0.412689975,0.104536792,0.648717532,7,7,alkA
fecR,FALSE,-,4514787,4515740,-0.081202839,-0.484958409,0.111655185,0.289909385,11,10,fecIR
ydiQ,FALSE,+,1777641,1778405,-0.080375332,NA,0.171093435,NA,2,0,ydiQRST-fadK
ynbE,FALSE,+,1443711,1443896,-0.07998354,-0.471421376,0,0,1,1,ydbH-ynbE-ydbL
ftsN,TRUE,-,4120403,4121362,-0.077777464,-0.0076732,0.166689166,0.097324379,6,6,ftsN
glf,FALSE,-,2105250,2106353,-0.077197942,-0.508578725,0.01831575,0.44402145,4,8,glf-wbbH
yehD,FALSE,-,2189702,2190244,-0.077048107,-0.363080457,0,0.169560343,1,3,yehDCBA
yoaK,FALSE,+,1876797,1876895,-0.076342878,NA,0,NA,1,0,yoaK
ygaM,FALSE,+,2798168,2798497,-0.074502109,0.083792114,0.118831028,0,4,1,ygaM
yibI,FALSE,-,3769405,3769767,-0.074354474,-1.011868144,0.121526467,0,3,1,yibIH
thpR,FALSE,-,161501,162031,-0.074098782,0.06758624,0.205787793,0.03140858,7,3,thpR
cysP,FALSE,-,2540534,2541550,-0.073777823,-0.290360937,0.270676619,0.220106256,7,8,cysPUWAM
yfdF,FALSE,+,2461034,2462092,-0.073699486,-0.149902532,0.038195659,0.459487114,2,2,yfdF
mdtI,FALSE,-,1670844,1671173,-0.07365438,-0.453912022,0.009107443,0.43090403,2,6,mdtJI
rseB,FALSE,-,2705820,2706776,-0.073292853,0.027710436,0.099841819,0.145839004,4,7,rpoE-rseABC
torD,FALSE,+,1061022,1061621,-0.073222013,-0.270035649,0,0.313959574,1,3,torCAD
torC,FALSE,+,1057307,1058479,-0.072878143,-0.15114283,0.131642542,0.310706289,5,7,torCAD
dhaL,FALSE,-,1248348,1248980,-0.072612264,-0.299819692,0.045967472,0.607882818,2,4,dhaKLM
ycbV,FALSE,+,1002662,1003177,-0.071126834,-0.590309502,0,0.212759236,1,5,elfDCG-ycbUVF
ybeQ,FALSE,-,674793,675770,-0.070009938,-0.05226324,0.10327046,0.314074381,4,4,ybeQ
yidI,FALSE,+,3854438,3854887,-0.069124282,-0.480856216,0.073936199,0.378998437,3,2,yidI
tdk,FALSE,+,1292750,1293367,-0.068632808,-0.250022797,0,0.215617767,1,2,tdk
bioD,FALSE,+,811493,812170,-0.068523341,-0.604136923,0.115920416,0.30234372,3,4,bioBFCD
fimC,FALSE,+,4542327,4543052,-0.068383133,-0.229419124,0.050863748,0.094833577,4,5,fimAICDFGH
yigE,FALSE,-,3998315,3999079,-0.06700199,-0.005381338,0.054718166,0.202426879,2,6,yigE
yigF,FALSE,-,4000442,4000822,-0.066262819,-0.803725311,0.117733549,0.179417821,3,2,yigGF
ygjQ,FALSE,+,3234562,3235254,-0.065946243,-0.912000156,0.040520752,0.015702109,3,3,ygjQ
ymfE,FALSE,-,1196756,1197460,-0.065292906,-1.646521657,0.089421948,0,2,1,ymfED
agaW,FALSE,+,3278723,3279124,-0.062581258,-0.215408258,0.320878519,0.169714599,3,5,kbaZ-agaVWA
cysD,FALSE,-,2873443,2874351,-0.061769275,-0.247695474,0.039488085,0.327607087,3,5,cysDNC
yccF,FALSE,-,1023125,1023571,-0.060045647,-0.417834479,0.024451501,0.697500176,3,2,yccFS
mntH,FALSE,-,2509490,2510728,-0.059617703,-0.505026754,0.116272553,0.422187263,2,12,mntH
ybdO,FALSE,-,635939,636841,-0.059351859,-0.117660426,0.130843472,0.173483299,4,2,ybdO
emtA,FALSE,+,1242403,1243014,-0.057997494,-0.15512662,0.192566215,0.301371865,4,5,emtA
fliL,FALSE,+,2017642,2018106,-0.056827232,-0.364991276,0,0,1,1,fliLMNOPQR
ydeJ,FALSE,+,1622797,1623315,-0.056137608,-0.296551654,0.086727583,0.341012724,4,4,ydeJ
yedZ,FALSE,+,2038507,2039142,-0.05513468,-0.295515837,0.217729122,0.358940977,5,3,yedZ
fimA,FALSE,+,4541138,4541686,-0.054922578,-0.405024221,0.192047679,0.280659497,6,4,fimAICDFGH
cueR,FALSE,+,513217,513624,-0.054768559,-0.396515776,0,0.3717814,1,4,cueR
cnu,FALSE,+,1702973,1703188,-0.054586073,-0.151688724,0,0,1,1,cnu
yedX,FALSE,+,2036980,2037393,-0.054538755,-0.186318563,0.156375993,0.425848929,2,3,yedX
nagZ,FALSE,+,1163318,1164343,-0.054532398,-0.522478799,0.107631404,0.310588212,2,5,hinT-ycfL-lpoB-thiK-nagZ-ycfP
lsrF,FALSE,+,1604124,1604999,-0.054493811,-0.46900452,0.057638226,0.315160611,6,7,lsrACDBFG-tam
agaC,FALSE,+,3282707,3283510,-0.054397061,-1.292376613,0,0.932327007,1,3,agaS-kbaY-agaBCDI
guaC,FALSE,+,113444,114487,-0.054124099,-0.248279381,0.424479766,0.244821499,3,10,guaC
ycbK,FALSE,+,982298,982846,-0.053802177,-0.124089412,0.14016169,0.147552851,5,2,ycbK-gloC
chbB,FALSE,-,1819323,1819643,-0.052396836,-0.483778631,0,0.981896065,1,3,chbBCARFG
